1808,Bella,Bella No1 Toilet Paper Roll,4 Rolls,138,https://rukminim1.flixcart.com/image/280/280/j9zyd8w0/toilet-paper-roll/d/9/f/no1-karo-4-pcs-150-bella-original-imaezz26c6pgfaz9.jpeg?q=70
1808,Dab N Klean,Dab N Klean Swachh White Napkins,Buy 1 Get 1 (Dab N Klean Napkins) Free,77,https://rukminim1.flixcart.com/image/280/280/jwtkk280/napkin/r/j/d/swachh-50-dab-n-klean-original-imafheyujtjpdwgu.jpeg?q=70
1808,Dab N Klean,Dab N Klean Swachh Toilet Paper Roll,Buy 1 Get 1 (Dab N Klean Toilet Rolls) Free,67,https://rukminim1.flixcart.com/image/280/280/jwtkk280/toilet-paper-roll/4/r/r/na-1-400-dab-n-klean-original-imafheyvejrg3uvh.jpeg?q=70
1808,Dab N Klean,Dab N Klean Toilet Paper Roll,Buy 1 Get 1 (Dab N Klean Toilet Rolls) Free,375,https://rukminim1.flixcart.com/image/280/280/jwtkk280/toilet-paper-roll/u/h/p/na-6-300-dab-n-klean-original-imafheyv5zeccywz.jpeg?q=70
1808,Flipkart Supermart Home Essentials,Flipkart Supermart Home Essentials Toilet Paper Roll,Buy 1 Get 1 Free,206,https://rukminim1.flixcart.com/image/280/280/jy3anbk0/toilet-paper-roll/a/z/c/toilet-paper-roll-4-200-flipkart-supermart-home-essentials-original-imafgepndty7exuf.jpeg?q=70
1808,Flipkart Supermart Home Essentials,Flipkart Supermart Home Essentials 1 Ply White Napkins,Buy 1 Get 1 Free,71,https://rukminim1.flixcart.com/image/280/280/jy3anbk0/napkin/m/v/3/paper-napkin1-100-flipkart-supermart-home-essentials-original-imafgepnjhgyxykh.jpeg?q=70
1808,Flipkart Supermart Home Essentials,Flipkart Supermart Home Essentials 2 Ply White Napkins,Buy 1 Get 1 Free,168,https://rukminim1.flixcart.com/image/280/280/jy3anbk0/napkin/d/f/d/paper-napkin2-100-flipkart-supermart-home-essentials-original-imafgepnzhxwbr3v.jpeg?q=70
1808,Freshee,Freshee Value Plus -1 Ply White Napkins,100 Sheets,58,https://rukminim1.flixcart.com/image/280/280/jbdys280/napkin/8/k/e/napkins-1-ply-100-freshee-original-imafyqxbrevtqn53.jpeg?q=70
1808,Freshee,Freshee Parchment Paper,Plastic Cutter Free,97,https://rukminim1.flixcart.com/image/280/280/jod7rm80/foil-shrinkwrap/g/k/9/5-parchment-paper-freshee-original-imafaua7yzu4zk4f.jpeg?q=70
1808,Freshee,Freshee Value Plus -2 Ply White Napkins,50 Sheets,54,https://rukminim1.flixcart.com/image/280/280/jbdys280/napkin/w/w/h/value-plus-50-freshee-original-imafyr78huyfyawj.jpeg?q=70
1808,Freshee,Freshee Patterned Aluminium Foil,10 m,79,https://rukminim1.flixcart.com/image/280/280/jl2m7ww0/foil-shrinkwrap/p/p/f/10-aluminium-patterned-foil-freshee-original-imaf8amqrupsv7gu.jpeg?q=70
1808,Freshee,Freshee Cocktail Serviettes White Napkins,100 Sheets,47,https://rukminim1.flixcart.com/image/280/280/k6tniq80/napkin/p/3/h/cocktail-serviettes-100-freshee-original-imafp78wxvgtzfuz.jpeg?q=70
1808,Freshee,Freshee Cocktail White Napkins,50 Sheets,41,https://rukminim1.flixcart.com/image/280/280/k0plpjk0/napkin/5/f/b/cocktail-napkin-50-freshee-original-imafkfcwgzpqjzzv.jpeg?q=70
